,nonCO2_erf
1850,-0.058276808057713805
1851,0.32043999962962055
1852,0.6582924553523444
1853,0.3013222856160043
1854,0.33940760563797084
1855,-0.6133836599220365
1856,0.1910647500499592
1857,0.2506849334832333
1858,0.3296936305565454
1859,-0.22909999107313805
1860,0.10540451649926495
1861,-0.32867727678083397
1862,-0.05251734324460508
1863,0.1928624796304825
1864,0.5199484292469366
1865,0.11983451688604965
1866,0.21165896003697732
1867,-0.6998410406403865
1868,0.021270351168853827
1869,0.5027767227647525
1870,-0.2475224559183269
1871,-0.6242271292451799
1872,-0.11501573179974114
1873,0.24924706258854257
1874,-0.14657583494561494
1875,-0.6094970855939932
1876,0.04105500894234229
1877,0.07172842286594017
1878,-0.3529638808222044
1879,0.006682244730901621
1880,-0.26678275327454337
1881,-0.5872839144522408
1882,-0.9854236731221915
1883,-0.9359056353390911
1884,-1.9839041218329239
1885,-1.5481557647657613
1886,-0.751447086372431
1887,-0.509643916044366
1888,0.11323719211976593
1889,-0.19802301925256652
1890,0.1679737544901359
1891,0.4016856384489564
1892,-0.011289851932075878
1893,-0.11775745337967058
1894,0.25292324342881245
1895,0.25575121308941695
1896,0.02421957885290907
1897,0.012869561851995698
1898,0.0265899898580437
1899,-0.3844009106130386
1900,-0.3114106704066002
1901,-0.09237865256553249
1902,-0.20436383452396364
1903,-1.2837750806798929
1904,-1.3022573264177657
1905,-1.1912202087197605
1906,0.1730546250439356
1907,0.04319193366026458
1908,0.27826395739873533
1909,0.4324440113278141
1910,-0.05838744406337676
1911,-0.0006880939499148142
1912,-0.5602696454596304
1913,-0.7614746960526975
1914,-0.6412094554889113
1915,-1.0597994955262124
1916,0.3026160608562875
1917,0.71033357896362
1918,0.6044108701729408
1919,-0.0671705583131399
1920,0.1254772779806192
1921,0.3485978226426766
1922,-0.32994279796310294
1923,-0.06315665897548695
1924,0.3009209419582307
1925,0.23779778963246112
1926,-0.00048724549101358816
1927,-0.09679603754131677
1928,-0.593044033429788
1929,-0.6409758038558813
1930,0.06154660712828558
1931,0.2529428412221319
1932,-0.2032189764425203
1933,0.07226767017376945
1934,-0.7043939696236093
1935,-1.0714400473060888
1936,-0.133244615606257
1937,0.06963198742269139
1938,0.06939955106670626
1939,0.39623952630280357
1940,0.16889093047286075
1941,-0.09230112462192203
1942,-0.8281549557056831
1943,-0.8038825003644987
1944,-0.037538162366298033
1945,0.2524458222319802
1946,0.30396059571546397
1947,-0.09925094003968049
1948,-0.3370090907371505
1949,0.49735757916236467
1950,-0.07919057567452159
1951,0.05691501177206282
1952,0.2615954742947
1953,0.5679665681591042
1954,0.7042618544973277
1955,0.0536572609572572
1956,-0.8537407135866178
1957,-0.17656138504268393
1958,0.9420602389532168
1959,0.5762162969429633
1960,-0.2019387496088677
1961,0.1994275371411539
1962,0.06674344387402875
1963,-1.1812658383127896
1964,-0.22254867070755724
1965,-0.409660681791048
1966,-0.6797619326419445
1967,-0.10142724920643487
1968,0.201206503118176
1969,0.05343297022209348
1970,-0.9609043483532478
1971,-0.6068976968050623
1972,0.8205644743466838
1973,0.5958665305455568
1974,0.1274306672994363
1975,0.1638060344847152
1976,0.5507281978763572
1977,0.0404868060358996
1978,0.46173003559084314
1979,0.7225684700324806
1980,0.5510119964574476
1981,0.5497143277352117
1982,0.03881390607980473
1983,-0.40299174705114926
1984,0.8172801095646969
1985,0.09022957013742117
1986,-0.21813312697375187
1987,-0.30853766306782693
1988,0.3124637889993085
1989,-0.1048578299239522
